_id,id,year,state_name,state_code,district_name,district_code,season,crop_code,crop_name,crop_type,area,area_unit,production,production_unit,yield,yield_unit
93928,93927, 2012-13,Karnataka,29,Bidar,529,Whole Year ,509,Coriander,Spices,64.0,Hectare,17.0,Tonnes,0.27,Tonnes/Hectare
93929,93928, 2012-13,Karnataka,29,Chamarajanagara,531,Whole Year ,509,Coriander,Spices,134.0,Hectare,53.0,Tonnes,0.4,Tonnes/Hectare
93930,93929, 2012-13,Karnataka,29,Chikkaballapura,630,Whole Year ,509,Coriander,Spices,142.0,Hectare,56.0,Tonnes,0.39,Tonnes/Hectare
93931,93930, 2012-13,Karnataka,29,Chikkamagaluru,532,Whole Year ,509,Coriander,Spices,364.0,Hectare,156.0,Tonnes,0.43,Tonnes/Hectare
93932,93931, 2012-13,Karnataka,29,Chitradurga,533,Whole Year ,509,Coriander,Spices,48.0,Hectare,19.0,Tonnes,0.4,Tonnes/Hectare
93933,93932, 2012-13,Karnataka,29,Davangere,535,Whole Year ,509,Coriander,Spices,14.0,Hectare,6.0,Tonnes,0.43,Tonnes/Hectare
93934,93933, 2012-13,Karnataka,29,Dharwad,536,Whole Year ,509,Coriander,Spices,60.0,Hectare,32.0,Tonnes,0.53,Tonnes/Hectare
93935,93934, 2012-13,Karnataka,29,Gadag,537,Whole Year ,509,Coriander,Spices,20.0,Hectare,8.0,Tonnes,0.4,Tonnes/Hectare
93936,93935, 2012-13,Karnataka,29,Hassan,539,Whole Year ,509,Coriander,Spices,22.0,Hectare,9.0,Tonnes,0.41,Tonnes/Hectare
93937,93936, 2012-13,Karnataka,29,Haveri,540,Whole Year ,509,Coriander,Spices,33.0,Hectare,13.0,Tonnes,0.39,Tonnes/Hectare
93938,93937, 2012-13,Karnataka,29,Kalaburagi,538,Whole Year ,509,Coriander,Spices,17.0,Hectare,7.0,Tonnes,0.41,Tonnes/Hectare
93939,93938, 2012-13,Karnataka,29,Kolar,542,Whole Year ,509,Coriander,Spices,5.0,Hectare,2.0,Tonnes,0.4,Tonnes/Hectare
93940,93939, 2012-13,Karnataka,29,Mandya,544,Whole Year ,509,Coriander,Spices,42.0,Hectare,17.0,Tonnes,0.4,Tonnes/Hectare
93941,93940, 2012-13,Karnataka,29,Mysuru,545,Whole Year ,509,Coriander,Spices,34.0,Hectare,13.0,Tonnes,0.38,Tonnes/Hectare
93942,93941, 2012-13,Karnataka,29,Ramanagara,631,Whole Year ,509,Coriander,Spices,2.0,Hectare,1.0,Tonnes,0.5,Tonnes/Hectare
93943,93942, 2012-13,Karnataka,29,Shivamogga,547,Whole Year ,509,Coriander,Spices,2.0,Hectare,1.0,Tonnes,0.5,Tonnes/Hectare
93944,93943, 2012-13,Karnataka,29,Tumakuru,548,Whole Year ,509,Coriander,Spices,42.0,Hectare,17.0,Tonnes,0.4,Tonnes/Hectare
93945,93944, 2012-13,Karnataka,29,Vijayapura,530,Whole Year ,509,Coriander,Spices,99.0,Hectare,26.0,Tonnes,0.26,Tonnes/Hectare
93946,93945, 2012-13,Karnataka,29,Bagalkote,524,Kharif     ,1101,Cotton(Lint),Fiber Crops,477.0,Hectare,909.0,Tonnes,1.91,Tonnes/Hectare
93947,93946, 2012-13,Karnataka,29,Bagalkote,524,Rabi       ,1101,Cotton(Lint),Fiber Crops,328.0,Hectare,409.0,Tonnes,1.25,Tonnes/Hectare
93948,93947, 2012-13,Karnataka,29,Ballari,528,Kharif     ,1101,Cotton(Lint),Fiber Crops,62710.0,Hectare,171708.0,Tonnes,2.74,Tonnes/Hectare
93949,93948, 2012-13,Karnataka,29,Ballari,528,Rabi       ,1101,Cotton(Lint),Fiber Crops,1869.0,Hectare,2026.0,Tonnes,1.08,Tonnes/Hectare
93950,93949, 2012-13,Karnataka,29,Ballari,528,Summer     ,1101,Cotton(Lint),Fiber Crops,922.0,Hectare,2555.0,Tonnes,2.77,Tonnes/Hectare
93951,93950, 2012-13,Karnataka,29,Belagavi,527,Kharif     ,1101,Cotton(Lint),Fiber Crops,22513.0,Hectare,41389.0,Tonnes,1.84,Tonnes/Hectare
93952,93951, 2012-13,Karnataka,29,Belagavi,527,Summer     ,1101,Cotton(Lint),Fiber Crops,162.0,Hectare,449.0,Tonnes,2.77,Tonnes/Hectare
93953,93952, 2012-13,Karnataka,29,Bidar,529,Kharif     ,1101,Cotton(Lint),Fiber Crops,549.0,Hectare,1261.0,Tonnes,2.3,Tonnes/Hectare
93954,93953, 2012-13,Karnataka,29,Chamarajanagara,531,Kharif     ,1101,Cotton(Lint),Fiber Crops,7319.0,Hectare,6298.0,Tonnes,0.86,Tonnes/Hectare
93955,93954, 2012-13,Karnataka,29,Chamarajanagara,531,Summer     ,1101,Cotton(Lint),Fiber Crops,55.0,Hectare,152.0,Tonnes,2.76,Tonnes/Hectare
93956,93955, 2012-13,Karnataka,29,Chikkaballapura,630,Kharif     ,1101,Cotton(Lint),Fiber Crops,120.0,Hectare,276.0,Tonnes,2.3,Tonnes/Hectare
93957,93956, 2012-13,Karnataka,29,Chikkaballapura,630,Summer     ,1101,Cotton(Lint),Fiber Crops,35.0,Hectare,97.0,Tonnes,2.77,Tonnes/Hectare
93958,93957, 2012-13,Karnataka,29,Chikkamagaluru,532,Kharif     ,1101,Cotton(Lint),Fiber Crops,1159.0,Hectare,952.0,Tonnes,0.82,Tonnes/Hectare
93959,93958, 2012-13,Karnataka,29,Chitradurga,533,Kharif     ,1101,Cotton(Lint),Fiber Crops,17637.0,Hectare,25526.0,Tonnes,1.45,Tonnes/Hectare
93960,93959, 2012-13,Karnataka,29,Chitradurga,533,Rabi       ,1101,Cotton(Lint),Fiber Crops,1785.0,Hectare,2204.0,Tonnes,1.23,Tonnes/Hectare
93961,93960, 2012-13,Karnataka,29,Dakshina Kannada,534,Kharif     ,1101,Cotton(Lint),Fiber Crops,2.0,Hectare,3.0,Tonnes,1.5,Tonnes/Hectare
93962,93961, 2012-13,Karnataka,29,Davangere,535,Kharif     ,1101,Cotton(Lint),Fiber Crops,14903.0,Hectare,26399.0,Tonnes,1.77,Tonnes/Hectare
93963,93962, 2012-13,Karnataka,29,Davangere,535,Rabi       ,1101,Cotton(Lint),Fiber Crops,174.0,Hectare,215.0,Tonnes,1.24,Tonnes/Hectare
93964,93963, 2012-13,Karnataka,29,Davangere,535,Summer     ,1101,Cotton(Lint),Fiber Crops,356.0,Hectare,987.0,Tonnes,2.77,Tonnes/Hectare
93965,93964, 2012-13,Karnataka,29,Dharwad,536,Kharif     ,1101,Cotton(Lint),Fiber Crops,24211.0,Hectare,35040.0,Tonnes,1.45,Tonnes/Hectare
93966,93965, 2012-13,Karnataka,29,Dharwad,536,Rabi       ,1101,Cotton(Lint),Fiber Crops,16699.0,Hectare,12131.0,Tonnes,0.73,Tonnes/Hectare
93967,93966, 2012-13,Karnataka,29,Gadag,537,Kharif     ,1101,Cotton(Lint),Fiber Crops,12863.0,Hectare,20413.0,Tonnes,1.59,Tonnes/Hectare
93968,93967, 2012-13,Karnataka,29,Gadag,537,Rabi       ,1101,Cotton(Lint),Fiber Crops,20231.0,Hectare,37420.0,Tonnes,1.85,Tonnes/Hectare
93969,93968, 2012-13,Karnataka,29,Hassan,539,Kharif     ,1101,Cotton(Lint),Fiber Crops,64.0,Hectare,147.0,Tonnes,2.3,Tonnes/Hectare
93970,93969, 2012-13,Karnataka,29,Haveri,540,Kharif     ,1101,Cotton(Lint),Fiber Crops,64332.0,Hectare,144873.0,Tonnes,2.25,Tonnes/Hectare
93971,93970, 2012-13,Karnataka,29,Haveri,540,Rabi       ,1101,Cotton(Lint),Fiber Crops,1327.0,Hectare,1112.0,Tonnes,0.84,Tonnes/Hectare
93972,93971, 2012-13,Karnataka,29,Kalaburagi,538,Kharif     ,1101,Cotton(Lint),Fiber Crops,39523.0,Hectare,90771.0,Tonnes,2.3,Tonnes/Hectare
93973,93972, 2012-13,Karnataka,29,Koppal,543,Kharif     ,1101,Cotton(Lint),Fiber Crops,4919.0,Hectare,15393.0,Tonnes,3.13,Tonnes/Hectare
93974,93973, 2012-13,Karnataka,29,Koppal,543,Rabi       ,1101,Cotton(Lint),Fiber Crops,4310.0,Hectare,2071.0,Tonnes,0.48,Tonnes/Hectare
93975,93974, 2012-13,Karnataka,29,Mysuru,545,Kharif     ,1101,Cotton(Lint),Fiber Crops,44424.0,Hectare,50145.0,Tonnes,1.13,Tonnes/Hectare
93976,93975, 2012-13,Karnataka,29,Mysuru,545,Summer     ,1101,Cotton(Lint),Fiber Crops,67.0,Hectare,186.0,Tonnes,2.78,Tonnes/Hectare
93977,93976, 2012-13,Karnataka,29,Raichur,546,Kharif     ,1101,Cotton(Lint),Fiber Crops,53170.0,Hectare,174109.0,Tonnes,3.27,Tonnes/Hectare
93978,93977, 2012-13,Karnataka,29,Raichur,546,Rabi       ,1101,Cotton(Lint),Fiber Crops,190.0,Hectare,235.0,Tonnes,1.24,Tonnes/Hectare
93979,93978, 2012-13,Karnataka,29,Shivamogga,547,Kharif     ,1101,Cotton(Lint),Fiber Crops,986.0,Hectare,2265.0,Tonnes,2.3,Tonnes/Hectare
93980,93979, 2012-13,Karnataka,29,Tumakuru,548,Kharif     ,1101,Cotton(Lint),Fiber Crops,1379.0,Hectare,3167.0,Tonnes,2.3,Tonnes/Hectare
93981,93980, 2012-13,Karnataka,29,Tumakuru,548,Summer     ,1101,Cotton(Lint),Fiber Crops,5.0,Hectare,14.0,Tonnes,2.8,Tonnes/Hectare
93982,93981, 2012-13,Karnataka,29,Uttara Kannada,550,Kharif     ,1101,Cotton(Lint),Fiber Crops,2597.0,Hectare,5964.0,Tonnes,2.3,Tonnes/Hectare
93983,93982, 2012-13,Karnataka,29,Vijayapura,530,Kharif     ,1101,Cotton(Lint),Fiber Crops,11247.0,Hectare,25893.0,Tonnes,2.3,Tonnes/Hectare
93984,93983, 2012-13,Karnataka,29,Vijayapura,530,Rabi       ,1101,Cotton(Lint),Fiber Crops,1492.0,Hectare,1843.0,Tonnes,1.24,Tonnes/Hectare
93985,93984, 2012-13,Karnataka,29,Vijayapura,530,Summer     ,1101,Cotton(Lint),Fiber Crops,208.0,Hectare,577.0,Tonnes,2.77,Tonnes/Hectare
93986,93985, 2012-13,Karnataka,29,Yadagiri,635,Kharif     ,1101,Cotton(Lint),Fiber Crops,59706.0,Hectare,183167.0,Tonnes,3.07,Tonnes/Hectare
93987,93986, 2012-13,Karnataka,29,Bagalkote,524,Kharif     ,207,Cowpea(Lobia),Pulses,166.0,Hectare,45.0,Tonnes,0.27,Tonnes/Hectare
93988,93987, 2012-13,Karnataka,29,Bagalkote,524,Rabi       ,207,Cowpea(Lobia),Pulses,154.0,Hectare,51.0,Tonnes,0.33,Tonnes/Hectare
93989,93988, 2012-13,Karnataka,29,Bagalkote,524,Summer     ,207,Cowpea(Lobia),Pulses,792.0,Hectare,285.0,Tonnes,0.36,Tonnes/Hectare
93990,93989, 2012-13,Karnataka,29,Ballari,528,Kharif     ,207,Cowpea(Lobia),Pulses,572.0,Hectare,156.0,Tonnes,0.27,Tonnes/Hectare
93991,93990, 2012-13,Karnataka,29,Ballari,528,Rabi       ,207,Cowpea(Lobia),Pulses,615.0,Hectare,205.0,Tonnes,0.33,Tonnes/Hectare
93992,93991, 2012-13,Karnataka,29,Ballari,528,Summer     ,207,Cowpea(Lobia),Pulses,772.0,Hectare,181.0,Tonnes,0.23,Tonnes/Hectare
93993,93992, 2012-13,Karnataka,29,Bangalore Rural,526,Kharif     ,207,Cowpea(Lobia),Pulses,747.0,Hectare,136.0,Tonnes,0.18,Tonnes/Hectare
93994,93993, 2012-13,Karnataka,29,Bangalore Rural,526,Rabi       ,207,Cowpea(Lobia),Pulses,36.0,Hectare,12.0,Tonnes,0.33,Tonnes/Hectare
93995,93994, 2012-13,Karnataka,29,Bangalore Rural,526,Summer     ,207,Cowpea(Lobia),Pulses,2.0,Hectare,1.0,Tonnes,0.5,Tonnes/Hectare
93996,93995, 2012-13,Karnataka,29,Belagavi,527,Kharif     ,207,Cowpea(Lobia),Pulses,628.0,Hectare,98.0,Tonnes,0.16,Tonnes/Hectare
93997,93996, 2012-13,Karnataka,29,Belagavi,527,Rabi       ,207,Cowpea(Lobia),Pulses,193.0,Hectare,64.0,Tonnes,0.33,Tonnes/Hectare
93998,93997, 2012-13,Karnataka,29,Belagavi,527,Summer     ,207,Cowpea(Lobia),Pulses,306.0,Hectare,110.0,Tonnes,0.36,Tonnes/Hectare
93999,93998, 2012-13,Karnataka,29,Bengaluru Urban,525,Kharif     ,207,Cowpea(Lobia),Pulses,275.0,Hectare,75.0,Tonnes,0.27,Tonnes/Hectare
94000,93999, 2012-13,Karnataka,29,Bengaluru Urban,525,Rabi       ,207,Cowpea(Lobia),Pulses,15.0,Hectare,5.0,Tonnes,0.33,Tonnes/Hectare
94001,94000, 2012-13,Karnataka,29,Bengaluru Urban,525,Summer     ,207,Cowpea(Lobia),Pulses,32.0,Hectare,12.0,Tonnes,0.38,Tonnes/Hectare
94002,94001, 2012-13,Karnataka,29,Bidar,529,Kharif     ,207,Cowpea(Lobia),Pulses,123.0,Hectare,34.0,Tonnes,0.28,Tonnes/Hectare
94003,94002, 2012-13,Karnataka,29,Chamarajanagara,531,Kharif     ,207,Cowpea(Lobia),Pulses,3614.0,Hectare,323.0,Tonnes,0.09,Tonnes/Hectare
94004,94003, 2012-13,Karnataka,29,Chamarajanagara,531,Rabi       ,207,Cowpea(Lobia),Pulses,930.0,Hectare,310.0,Tonnes,0.33,Tonnes/Hectare
94005,94004, 2012-13,Karnataka,29,Chikkaballapura,630,Kharif     ,207,Cowpea(Lobia),Pulses,1571.0,Hectare,1807.0,Tonnes,1.15,Tonnes/Hectare
94006,94005, 2012-13,Karnataka,29,Chikkaballapura,630,Rabi       ,207,Cowpea(Lobia),Pulses,20.0,Hectare,7.0,Tonnes,0.35,Tonnes/Hectare
94007,94006, 2012-13,Karnataka,29,Chikkaballapura,630,Summer     ,207,Cowpea(Lobia),Pulses,5.0,Hectare,2.0,Tonnes,0.4,Tonnes/Hectare
94008,94007, 2012-13,Karnataka,29,Chikkamagaluru,532,Kharif     ,207,Cowpea(Lobia),Pulses,229.0,Hectare,63.0,Tonnes,0.28,Tonnes/Hectare
94009,94008, 2012-13,Karnataka,29,Chikkamagaluru,532,Summer     ,207,Cowpea(Lobia),Pulses,4.0,Hectare,1.0,Tonnes,0.25,Tonnes/Hectare
94010,94009, 2012-13,Karnataka,29,Chitradurga,533,Kharif     ,207,Cowpea(Lobia),Pulses,406.0,Hectare,280.0,Tonnes,0.69,Tonnes/Hectare
94011,94010, 2012-13,Karnataka,29,Chitradurga,533,Rabi       ,207,Cowpea(Lobia),Pulses,22.0,Hectare,7.0,Tonnes,0.32,Tonnes/Hectare
94012,94011, 2012-13,Karnataka,29,Chitradurga,533,Summer     ,207,Cowpea(Lobia),Pulses,12.0,Hectare,4.0,Tonnes,0.33,Tonnes/Hectare
94013,94012, 2012-13,Karnataka,29,Dakshina Kannada,534,Rabi       ,207,Cowpea(Lobia),Pulses,161.0,Hectare,54.0,Tonnes,0.34,Tonnes/Hectare
94014,94013, 2012-13,Karnataka,29,Dakshina Kannada,534,Summer     ,207,Cowpea(Lobia),Pulses,429.0,Hectare,154.0,Tonnes,0.36,Tonnes/Hectare
94015,94014, 2012-13,Karnataka,29,Davangere,535,Kharif     ,207,Cowpea(Lobia),Pulses,342.0,Hectare,94.0,Tonnes,0.27,Tonnes/Hectare
94016,94015, 2012-13,Karnataka,29,Davangere,535,Rabi       ,207,Cowpea(Lobia),Pulses,480.0,Hectare,218.0,Tonnes,0.45,Tonnes/Hectare
94017,94016, 2012-13,Karnataka,29,Davangere,535,Summer     ,207,Cowpea(Lobia),Pulses,589.0,Hectare,311.0,Tonnes,0.53,Tonnes/Hectare
94018,94017, 2012-13,Karnataka,29,Dharwad,536,Kharif     ,207,Cowpea(Lobia),Pulses,681.0,Hectare,155.0,Tonnes,0.23,Tonnes/Hectare
94019,94018, 2012-13,Karnataka,29,Dharwad,536,Rabi       ,207,Cowpea(Lobia),Pulses,37.0,Hectare,12.0,Tonnes,0.32,Tonnes/Hectare
94020,94019, 2012-13,Karnataka,29,Dharwad,536,Summer     ,207,Cowpea(Lobia),Pulses,42.0,Hectare,15.0,Tonnes,0.36,Tonnes/Hectare
94021,94020, 2012-13,Karnataka,29,Gadag,537,Kharif     ,207,Cowpea(Lobia),Pulses,249.0,Hectare,64.0,Tonnes,0.26,Tonnes/Hectare
94022,94021, 2012-13,Karnataka,29,Gadag,537,Summer     ,207,Cowpea(Lobia),Pulses,499.0,Hectare,271.0,Tonnes,0.54,Tonnes/Hectare
94023,94022, 2012-13,Karnataka,29,Hassan,539,Kharif     ,207,Cowpea(Lobia),Pulses,13387.0,Hectare,1908.0,Tonnes,0.14,Tonnes/Hectare
94024,94023, 2012-13,Karnataka,29,Hassan,539,Rabi       ,207,Cowpea(Lobia),Pulses,821.0,Hectare,250.0,Tonnes,0.3,Tonnes/Hectare
94025,94024, 2012-13,Karnataka,29,Hassan,539,Summer     ,207,Cowpea(Lobia),Pulses,123.0,Hectare,44.0,Tonnes,0.36,Tonnes/Hectare
94026,94025, 2012-13,Karnataka,29,Haveri,540,Kharif     ,207,Cowpea(Lobia),Pulses,330.0,Hectare,90.0,Tonnes,0.27,Tonnes/Hectare
94027,94026, 2012-13,Karnataka,29,Haveri,540,Rabi       ,207,Cowpea(Lobia),Pulses,340.0,Hectare,113.0,Tonnes,0.33,Tonnes/Hectare
94028,94027, 2012-13,Karnataka,29,Haveri,540,Summer     ,207,Cowpea(Lobia),Pulses,634.0,Hectare,143.0,Tonnes,0.23,Tonnes/Hectare
94029,94028, 2012-13,Karnataka,29,Kalaburagi,538,Kharif     ,207,Cowpea(Lobia),Pulses,266.0,Hectare,118.0,Tonnes,0.44,Tonnes/Hectare
94030,94029, 2012-13,Karnataka,29,Kodagu,541,Kharif     ,207,Cowpea(Lobia),Pulses,6.0,Hectare,2.0,Tonnes,0.33,Tonnes/Hectare
94031,94030, 2012-13,Karnataka,29,Kodagu,541,Summer     ,207,Cowpea(Lobia),Pulses,35.0,Hectare,13.0,Tonnes,0.37,Tonnes/Hectare
94032,94031, 2012-13,Karnataka,29,Kolar,542,Kharif     ,207,Cowpea(Lobia),Pulses,1200.0,Hectare,1754.0,Tonnes,1.46,Tonnes/Hectare
94033,94032, 2012-13,Karnataka,29,Kolar,542,Rabi       ,207,Cowpea(Lobia),Pulses,14.0,Hectare,5.0,Tonnes,0.36,Tonnes/Hectare
94034,94033, 2012-13,Karnataka,29,Koppal,543,Kharif     ,207,Cowpea(Lobia),Pulses,1118.0,Hectare,300.0,Tonnes,0.27,Tonnes/Hectare
94035,94034, 2012-13,Karnataka,29,Koppal,543,Summer     ,207,Cowpea(Lobia),Pulses,1619.0,Hectare,578.0,Tonnes,0.36,Tonnes/Hectare
94036,94035, 2012-13,Karnataka,29,Mandya,544,Kharif     ,207,Cowpea(Lobia),Pulses,7223.0,Hectare,3760.0,Tonnes,0.52,Tonnes/Hectare
94037,94036, 2012-13,Karnataka,29,Mandya,544,Rabi       ,207,Cowpea(Lobia),Pulses,821.0,Hectare,161.0,Tonnes,0.2,Tonnes/Hectare
94038,94037, 2012-13,Karnataka,29,Mandya,544,Summer     ,207,Cowpea(Lobia),Pulses,214.0,Hectare,64.0,Tonnes,0.3,Tonnes/Hectare
94039,94038, 2012-13,Karnataka,29,Mysuru,545,Kharif     ,207,Cowpea(Lobia),Pulses,26432.0,Hectare,4846.0,Tonnes,0.18,Tonnes/Hectare
94040,94039, 2012-13,Karnataka,29,Mysuru,545,Rabi       ,207,Cowpea(Lobia),Pulses,1770.0,Hectare,668.0,Tonnes,0.38,Tonnes/Hectare
94041,94040, 2012-13,Karnataka,29,Mysuru,545,Summer     ,207,Cowpea(Lobia),Pulses,187.0,Hectare,78.0,Tonnes,0.42,Tonnes/Hectare
94042,94041, 2012-13,Karnataka,29,Raichur,546,Kharif     ,207,Cowpea(Lobia),Pulses,62.0,Hectare,17.0,Tonnes,0.27,Tonnes/Hectare
94043,94042, 2012-13,Karnataka,29,Raichur,546,Summer     ,207,Cowpea(Lobia),Pulses,77.0,Hectare,28.0,Tonnes,0.36,Tonnes/Hectare
94044,94043, 2012-13,Karnataka,29,Ramanagara,631,Kharif     ,207,Cowpea(Lobia),Pulses,1154.0,Hectare,724.0,Tonnes,0.63,Tonnes/Hectare
94045,94044, 2012-13,Karnataka,29,Shivamogga,547,Kharif     ,207,Cowpea(Lobia),Pulses,242.0,Hectare,66.0,Tonnes,0.27,Tonnes/Hectare
94046,94045, 2012-13,Karnataka,29,Shivamogga,547,Rabi       ,207,Cowpea(Lobia),Pulses,52.0,Hectare,17.0,Tonnes,0.33,Tonnes/Hectare
94047,94046, 2012-13,Karnataka,29,Shivamogga,547,Summer     ,207,Cowpea(Lobia),Pulses,169.0,Hectare,61.0,Tonnes,0.36,Tonnes/Hectare
94048,94047, 2012-13,Karnataka,29,Tumakuru,548,Kharif     ,207,Cowpea(Lobia),Pulses,3467.0,Hectare,751.0,Tonnes,0.22,Tonnes/Hectare
94049,94048, 2012-13,Karnataka,29,Tumakuru,548,Rabi       ,207,Cowpea(Lobia),Pulses,231.0,Hectare,77.0,Tonnes,0.33,Tonnes/Hectare
94050,94049, 2012-13,Karnataka,29,Udupi,549,Rabi       ,207,Cowpea(Lobia),Pulses,159.0,Hectare,53.0,Tonnes,0.33,Tonnes/Hectare
94051,94050, 2012-13,Karnataka,29,Udupi,549,Summer     ,207,Cowpea(Lobia),Pulses,117.0,Hectare,42.0,Tonnes,0.36,Tonnes/Hectare
94052,94051, 2012-13,Karnataka,29,Uttara Kannada,550,Rabi       ,207,Cowpea(Lobia),Pulses,100.0,Hectare,33.0,Tonnes,0.33,Tonnes/Hectare
94053,94052, 2012-13,Karnataka,29,Uttara Kannada,550,Summer     ,207,Cowpea(Lobia),Pulses,124.0,Hectare,45.0,Tonnes,0.36,Tonnes/Hectare
94054,94053, 2012-13,Karnataka,29,Vijayapura,530,Kharif     ,207,Cowpea(Lobia),Pulses,252.0,Hectare,76.0,Tonnes,0.3,Tonnes/Hectare
94055,94054, 2012-13,Karnataka,29,Vijayapura,530,Rabi       ,207,Cowpea(Lobia),Pulses,206.0,Hectare,69.0,Tonnes,0.33,Tonnes/Hectare
94056,94055, 2012-13,Karnataka,29,Vijayapura,530,Summer     ,207,Cowpea(Lobia),Pulses,154.0,Hectare,55.0,Tonnes,0.36,Tonnes/Hectare
94057,94056, 2012-13,Karnataka,29,Yadagiri,635,Kharif     ,207,Cowpea(Lobia),Pulses,83.0,Hectare,23.0,Tonnes,0.28,Tonnes/Hectare
94058,94057, 2012-13,Karnataka,29,Yadagiri,635,Rabi       ,207,Cowpea(Lobia),Pulses,15.0,Hectare,5.0,Tonnes,0.33,Tonnes/Hectare
94059,94058, 2012-13,Karnataka,29,Bagalkote,524,Kharif     ,502,Dry Chillies,Spices,1387.0,Hectare,4923.0,Tonnes,3.55,Tonnes/Hectare
94060,94059, 2012-13,Karnataka,29,Bagalkote,524,Rabi       ,502,Dry Chillies,Spices,610.0,Hectare,1075.0,Tonnes,1.76,Tonnes/Hectare
94061,94060, 2012-13,Karnataka,29,Bagalkote,524,Summer     ,502,Dry Chillies,Spices,61.0,Hectare,172.0,Tonnes,2.82,Tonnes/Hectare
94062,94061, 2012-13,Karnataka,29,Ballari,528,Kharif     ,502,Dry Chillies,Spices,11545.0,Hectare,12130.0,Tonnes,1.05,Tonnes/Hectare
94063,94062, 2012-13,Karnataka,29,Ballari,528,Rabi       ,502,Dry Chillies,Spices,406.0,Hectare,1109.0,Tonnes,2.73,Tonnes/Hectare
94064,94063, 2012-13,Karnataka,29,Ballari,528,Summer     ,502,Dry Chillies,Spices,91.0,Hectare,108.0,Tonnes,1.19,Tonnes/Hectare
94065,94064, 2012-13,Karnataka,29,Bangalore Rural,526,Kharif     ,502,Dry Chillies,Spices,260.0,Hectare,238.0,Tonnes,0.92,Tonnes/Hectare
94066,94065, 2012-13,Karnataka,29,Bangalore Rural,526,Summer     ,502,Dry Chillies,Spices,11.0,Hectare,31.0,Tonnes,2.82,Tonnes/Hectare
94067,94066, 2012-13,Karnataka,29,Belagavi,527,Kharif     ,502,Dry Chillies,Spices,2339.0,Hectare,5771.0,Tonnes,2.47,Tonnes/Hectare
94068,94067, 2012-13,Karnataka,29,Belagavi,527,Rabi       ,502,Dry Chillies,Spices,47.0,Hectare,86.0,Tonnes,1.83,Tonnes/Hectare
94069,94068, 2012-13,Karnataka,29,Belagavi,527,Summer     ,502,Dry Chillies,Spices,820.0,Hectare,2129.0,Tonnes,2.6,Tonnes/Hectare
94070,94069, 2012-13,Karnataka,29,Bengaluru Urban,525,Kharif     ,502,Dry Chillies,Spices,58.0,Hectare,53.0,Tonnes,0.91,Tonnes/Hectare
94071,94070, 2012-13,Karnataka,29,Bengaluru Urban,525,Rabi       ,502,Dry Chillies,Spices,6.0,Hectare,16.0,Tonnes,2.67,Tonnes/Hectare
94072,94071, 2012-13,Karnataka,29,Bengaluru Urban,525,Summer     ,502,Dry Chillies,Spices,5.0,Hectare,14.0,Tonnes,2.8,Tonnes/Hectare
94073,94072, 2012-13,Karnataka,29,Bidar,529,Kharif     ,502,Dry Chillies,Spices,191.0,Hectare,175.0,Tonnes,0.92,Tonnes/Hectare
94074,94073, 2012-13,Karnataka,29,Bidar,529,Rabi       ,502,Dry Chillies,Spices,28.0,Hectare,77.0,Tonnes,2.75,Tonnes/Hectare
94075,94074, 2012-13,Karnataka,29,Bidar,529,Summer     ,502,Dry Chillies,Spices,5.0,Hectare,14.0,Tonnes,2.8,Tonnes/Hectare
94076,94075, 2012-13,Karnataka,29,Chamarajanagara,531,Kharif     ,502,Dry Chillies,Spices,338.0,Hectare,310.0,Tonnes,0.92,Tonnes/Hectare
94077,94076, 2012-13,Karnataka,29,Chamarajanagara,531,Rabi       ,502,Dry Chillies,Spices,52.0,Hectare,142.0,Tonnes,2.73,Tonnes/Hectare
94078,94077, 2012-13,Karnataka,29,Chamarajanagara,531,Summer     ,502,Dry Chillies,Spices,20.0,Hectare,57.0,Tonnes,2.85,Tonnes/Hectare
94079,94078, 2012-13,Karnataka,29,Chikkaballapura,630,Kharif     ,502,Dry Chillies,Spices,541.0,Hectare,496.0,Tonnes,0.92,Tonnes/Hectare
94080,94079, 2012-13,Karnataka,29,Chikkaballapura,630,Rabi       ,502,Dry Chillies,Spices,62.0,Hectare,169.0,Tonnes,2.73,Tonnes/Hectare
94081,94080, 2012-13,Karnataka,29,Chikkaballapura,630,Summer     ,502,Dry Chillies,Spices,19.0,Hectare,54.0,Tonnes,2.84,Tonnes/Hectare
94082,94081, 2012-13,Karnataka,29,Chikkamagaluru,532,Kharif     ,502,Dry Chillies,Spices,2800.0,Hectare,745.0,Tonnes,0.27,Tonnes/Hectare
94083,94082, 2012-13,Karnataka,29,Chikkamagaluru,532,Rabi       ,502,Dry Chillies,Spices,23.0,Hectare,63.0,Tonnes,2.74,Tonnes/Hectare
94084,94083, 2012-13,Karnataka,29,Chitradurga,533,Kharif     ,502,Dry Chillies,Spices,1139.0,Hectare,240.0,Tonnes,0.21,Tonnes/Hectare
94085,94084, 2012-13,Karnataka,29,Chitradurga,533,Rabi       ,502,Dry Chillies,Spices,79.0,Hectare,216.0,Tonnes,2.73,Tonnes/Hectare
94086,94085, 2012-13,Karnataka,29,Chitradurga,533,Summer     ,502,Dry Chillies,Spices,18.0,Hectare,51.0,Tonnes,2.83,Tonnes/Hectare
94087,94086, 2012-13,Karnataka,29,Dakshina Kannada,534,Kharif     ,502,Dry Chillies,Spices,59.0,Hectare,54.0,Tonnes,0.92,Tonnes/Hectare
